OverallQual,GarageCars,FullBath,TotRmsAbvGrd,MSZoning,Neighborhood,Condition1,Condition2,HouseStyle,ExterQual,BsmtQual,BsmtCond,KitchenQual,GarageType,GarageFinish,PoolQC,GrLivArea,GarageArea,TotalBsmtSF,1stFlrSF,YearBuilt,BsmtFinSF1,WoodDeckSF,2ndFlrSF,OpenPorchSF,LotArea,BsmtUnfSF,SalePrice
6,2,1,7,6,8,3,3,1,3,3,3,3,2,3,0,1689,480,1436,1689,1956,0,0,0,0,9855,1436,127500
6,2,2,6,6,0,7,3,1,4,3,3,4,2,1,0,1888,578,1517,1888,1966,247,0,0,0,16492,557,190000
7,2,2,10,6,9,3,3,4,4,4,3,4,2,1,0,1886,431,930,956,1998,0,89,930,0,11214,930,199900
6,1,2,7,8,10,3,3,2,3,3,3,3,6,3,0,1376,198,780,780,1937,0,0,596,0,8600,780,119500
3,1,1,6,8,18,3,3,2,3,3,3,3,6,3,0,1183,308,649,679,1948,331,0,504,176,6000,318,120000
6,1,1,5,8,18,3,3,1,3,3,3,4,6,3,0,813,270,813,813,1930,0,0,0,113,5684,813,110000
7,2,2,5,6,5,3,3,1,3,4,3,4,2,3,0,1533,576,1533,1533,1975,655,200,0,54,70761,878,280000
6,2,2,7,6,24,3,3,4,4,5,3,3,2,1,0,1756,422,872,888,1996,742,144,868,122,9303,130,204000
8,2,2,6,3,22,3,3,4,4,4,3,4,2,2,0,1590,676,768,786,2008,0,0,804,30,9000,768,210000
5,2,2,8,6,12,3,3,1,3,3,3,3,6,3,0,1728,560,1728,1728,1976,1606,0,0,0,9297,122,188000
7,2,1,6,6,17,3,3,1,3,3,3,3,2,3,0,1242,528,1242,1242,1973,916,0,0,0,9600,326,175500
5,3,1,7,8,18,3,3,4,3,3,3,3,6,3,0,1344,513,624,624,1916,0,0,720,0,4571,624,98000
4,2,1,6,6,5,3,3,1,3,4,3,4,2,1,0,1663,529,1364,1663,1954,1116,224,0,137,53227,248,256000
8,1,1,7,8,18,3,3,4,3,3,3,4,6,3,0,1666,228,588,833,1925,0,192,833,63,5100,588,161000
5,1,1,5,6,4,3,3,2,3,3,3,4,6,3,0,1203,352,709,979,1950,185,0,224,0,7015,524,110000
8,2,2,8,3,22,5,3,4,4,4,3,3,4,1,0,1935,552,832,832,2009,544,0,1103,150,8004,288,263435
7,2,1,6,6,19,2,3,4,4,4,4,4,6,2,0,1135,576,560,575,1936,350,256,560,0,7200,0,155000
5,1,1,5,6,20,3,3,1,3,3,3,3,6,3,0,864,360,864,864,1965,553,0,0,0,8281,0,62383
6,1,1,6,6,7,3,3,4,3,3,3,3,6,3,0,1660,240,715,849,1934,326,0,811,0,11988,389,188700
5,0,2,5,6,6,3,3,1,3,4,3,3,0,0,0,1040,0,1040,1040,1978,616,0,0,0,8430,424,124000
7,2,2,6,8,1,3,3,1,4,4,3,4,2,1,0,1414,398,1375,1414,2004,0,144,0,20,3072,1375,178740
7,2,1,5,6,0,3,3,1,3,3,4,3,2,3,0,1277,526,1277,1277,1970,778,0,0,0,10628,499,167000
5,1,1,7,6,0,1,3,4,3,3,3,4,2,3,0,1644,312,728,888,1942,386,168,756,0,9480,342,146500
8,3,2,7,6,16,3,3,1,4,4,3,4,2,2,0,1634,866,1626,1634,2006,0,0,0,44,11428,1626,250000
6,2,2,7,6,21,8,3,4,4,4,3,4,2,2,0,1710,506,832,832,1993,426,144,878,70,9291,406,187000
8,2,1,4,6,23,3,3,1,4,4,3,4,2,2,0,1502,528,1488,1502,1985,368,0,0,54,6820,0,212000
7,2,2,8,6,17,7,3,4,3,4,3,3,2,2,0,1969,534,808,1161,1977,0,0,808,0,11952,808,190000
6,2,1,5,8,8,3,3,8,3,4,3,3,3,2,0,1072,525,547,1072,2005,459,0,0,28,3675,88,148000
8,3,2,7,6,16,3,3,1,4,5,3,4,2,2,0,1976,908,1976,1976,2006,1350,250,0,63,14977,626,440000
8,2,2,6,6,23,3,3,1,4,4,3,5,2,2,0,1652,499,1494,1652,2000,1196,96,0,48,5330,298,251000
5,2,1,5,6,20,3,3,1,3,3,3,3,6,3,0,970,624,970,970,1963,630,0,0,24,8480,340,132500
6,2,2,7,6,6,3,3,1,3,4,3,4,2,1,0,1493,508,1478,1493,1997,994,140,0,39,13125,484,208900
9,3,2,9,6,16,3,3,4,5,4,3,5,4,1,0,2643,694,2153,2069,2006,0,414,574,84,13693,2153,380000
8,3,2,7,6,6,3,3,1,4,5,3,4,2,2,0,1718,826,1705,1718,2007,1288,208,0,44,10637,417,297000
4,2,1,7,8,18,3,3,1,3,2,3,3,6,3,0,1131,672,907,1131,1937,168,0,0,72,5925,739,89471
9,3,2,8,6,16,3,3,1,4,5,3,4,2,1,0,1850,772,1833,1850,2004,1261,519,0,112,16033,572,326000
9,3,2,6,6,16,3,3,1,4,5,3,5,2,1,0,1792,874,1792,1792,2003,1567,206,0,49,11846,225,374000
7,1,1,7,8,18,3,3,4,4,3,3,5,2,3,0,1826,164,910,916,1915,299,0,910,0,2500,611,155000
6,2,2,5,8,12,3,3,1,3,5,3,3,2,3,0,1216,402,1216,1216,1998,897,0,0,125,4500,319,164000
5,1,1,6,6,20,3,3,1,3,3,3,4,6,3,0,999,264,999,999,1962,588,0,0,132,7758,411,132500
5,1,1,5,6,0,3,3,1,4,3,3,4,2,3,0,1113,264,1113,1113,1950,607,0,0,80,9600,506,147000
5,2,1,6,6,0,3,3,1,3,3,3,3,2,2,0,1073,515,1073,1073,1965,836,0,0,0,10289,237,156000
5,2,2,7,6,17,3,3,1,3,4,3,3,2,3,0,1484,487,1484,1484,1971,998,224,0,0,12243,486,175000
5,2,2,10,6,18,3,3,2,3,3,2,3,2,3,0,2414,520,954,1766,1900,664,142,648,0,10800,290,160000
4,1,1,3,8,11,3,3,7,3,4,3,4,2,3,0,630,286,630,630,1970,515,0,0,0,1526,115,86000
5,1,1,4,8,11,3,3,4,3,4,3,3,4,1,0,1304,336,264,616,1976,0,141,688,24,2665,264,115000
6,1,1,5,6,0,1,3,2,3,3,3,2,2,3,0,1578,240,806,958,1941,403,0,620,0,9490,238,133000
6,2,2,8,6,9,3,3,4,4,4,3,3,2,2,0,1456,429,728,728,2006,0,0,728,0,15578,728,172785
5,1,1,6,6,0,3,3,1,3,3,3,3,6,3,0,1269,308,1269,1269,1960,374,0,0,0,7931,363,155000
5,1,1,4,8,18,1,3,1,3,2,3,3,2,3,0,886,273,190,886,1938,0,144,0,20,5784,190,91300
4,0,1,4,0,10,3,3,1,3,3,3,3,0,0,0,720,0,720,720,1920,495,0,0,523,7879,225,34900
8,2,3,10,6,14,3,3,1,4,4,3,4,2,2,0,3228,546,3200,3228,1992,1231,264,0,75,12692,1969,430000
7,1,2,8,6,4,3,3,2,3,3,3,3,6,3,0,1820,240,1026,1133,1925,329,0,687,100,9120,697,184000
5,1,1,5,6,20,3,3,1,3,3,3,4,2,1,0,899,288,864,899,1967,450,64,0,0,7800,414,130000
5,1,1,5,6,0,3,3,1,3,3,3,3,2,1,0,912,297,912,912,1958,111,12,0,285,7535,522,120000
6,1,1,7,8,3,3,3,4,3,3,3,3,6,3,0,1218,264,672,672,1973,356,144,546,28,1890,316,113000
7,2,2,7,3,22,3,3,4,4,4,3,4,2,2,0,1768,603,866,866,2005,400,0,902,108,9803,466,226700
5,2,1,6,6,8,2,3,1,3,3,3,3,6,3,0,1214,461,1214,1214,1965,698,0,0,0,9170,420,140000
7,2,2,6,6,7,3,3,1,3,3,3,3,2,1,0,1801,484,1501,1801,1959,1247,0,0,54,15602,254,289000
6,2,2,6,6,15,3,3,4,3,3,3,3,2,3,0,1322,440,855,855,1974,257,260,467,0,2308,103,147000
5,2,2,10,8,18,1,3,4,3,3,3,3,6,3,0,1960,400,960,960,1952,0,0,1000,0,7596,960,124500
8,2,2,8,6,21,3,3,4,4,4,3,4,2,2,0,1911,471,777,1065,1993,380,182,846,81,9554,397,215000
6,2,2,4,3,22,3,3,1,4,4,3,4,2,1,0,1218,676,1218,1218,2009,27,0,0,102,7862,1191,208300
7,2,2,7,8,18,3,3,4,3,3,3,4,6,3,0,1378,360,689,689,1928,141,0,689,0,9600,548,161000
5,1,1,6,6,0,3,3,1,3,3,3,3,2,2,0,1041,270,1041,1041,1959,991,224,0,88,9600,50,124500
5,1,1,6,6,0,3,3,1,4,3,3,3,5,3,0,1363,288,1008,1363,1951,650,324,0,42,14559,178,164900
7,2,2,6,6,16,3,3,1,4,4,3,4,2,2,0,1368,474,1368,1368,2005,0,132,0,35,6792,1368,202665
5,2,1,5,6,0,2,3,1,3,3,3,3,6,3,0,864,624,864,864,1958,521,0,0,0,9100,169,129900
6,2,1,5,6,12,3,3,1,3,3,3,3,2,3,0,1080,484,1084,1080,1983,336,120,0,0,9187,748,134000
5,1,1,5,6,7,3,3,3,3,3,3,3,6,3,0,789,200,768,789,1926,0,0,0,0,10594,768,96500
10,3,2,9,6,16,3,3,1,5,5,3,5,2,1,0,2020,900,2006,2020,2009,1436,156,0,54,12220,570,402861
6,2,2,7,6,17,3,3,8,3,3,3,3,2,2,0,2119,583,689,1378,1972,0,0,741,104,10448,689,158000
7,3,2,7,6,14,3,3,4,4,4,3,4,2,2,0,2344,889,1264,1277,1996,0,220,1067,0,10208,1264,265000
6,2,2,7,6,6,3,3,4,3,4,3,3,2,2,0,1796,546,794,882,1998,706,0,914,36,9531,88,211000
7,1,1,9,6,7,3,3,4,4,4,3,4,6,3,0,2080,282,1276,1276,1926,0,0,804,0,10918,1276,234000
4,0,2,7,6,18,3,3,4,3,0,0,3,0,0,0,1294,0,0,694,1900,0,220,600,114,10800,0,106250
6,1,1,6,6,0,2,3,1,3,3,3,3,2,3,0,1244,336,1244,1244,1957,777,0,0,40,11988,467,150000
6,2,2,7,8,4,2,3,2,3,3,3,3,6,3,0,1664,420,1004,1004,1947,399,0,660,24,5000,605,159000
10,3,3,11,6,8,6,6,4,5,5,3,5,4,1,0,4676,884,3138,3138,2007,2260,208,1538,406,40094,878,184750
7,3,2,8,6,14,3,3,4,4,4,3,4,2,1,0,2398,834,1379,1383,1996,719,239,1015,60,11787,660,315750
7,2,2,6,3,22,3,3,1,4,4,3,4,2,3,0,1266,453,1257,1266,2005,0,38,0,144,7500,1257,176000
5,1,1,4,6,0,3,3,1,3,4,3,3,2,3,0,928,252,928,928,1956,377,261,0,0,13300,551,132000
9,3,2,11,6,16,3,3,4,5,5,3,5,2,1,0,2713,858,1452,1476,2008,1330,126,1237,66,14948,122,446261
4,0,1,5,6,8,3,3,1,3,3,3,3,0,0,0,605,0,528,605,1920,348,0,0,0,9098,180,86000
6,2,3,9,6,7,3,3,1,4,3,3,3,2,2,0,2515,484,2035,2515,1957,1219,0,0,0,32668,816,200624
6,2,2,5,6,24,3,3,8,4,4,3,4,2,2,0,1509,600,1461,1509,1988,783,224,0,0,10200,678,175000
6,2,2,6,8,4,4,2,4,3,2,2,3,6,1,0,1362,502,611,751,1920,0,0,611,0,6155,611,128000
5,1,1,5,6,0,3,3,1,3,0,0,3,6,3,0,827,392,0,827,1955,0,0,0,0,7200,0,107500
1,0,1,2,6,4,3,3,1,2,0,0,2,0,0,0,334,0,0,334,1946,0,0,0,0,5000,0,39300
8,2,2,6,6,9,3,3,4,4,5,4,4,2,1,0,1414,403,707,707,2004,0,100,707,35,9056,707,178000
5,0,1,5,6,8,3,3,4,3,4,3,3,0,0,0,1347,0,1117,820,1910,969,85,527,0,7000,148,107500
7,2,2,8,6,6,3,3,4,3,4,3,4,2,1,0,1724,527,880,880,1998,0,120,844,155,8924,880,188000
4,2,1,5,6,0,3,3,1,3,3,3,3,6,3,0,864,576,864,864,1972,600,216,0,0,12735,264,111250
5,1,1,7,6,20,3,3,1,3,3,3,3,2,3,0,1159,336,1051,1159,1968,673,466,0,0,11553,378,158000
8,2,2,6,6,6,3,3,1,4,4,3,4,2,2,0,1601,670,1581,1601,2001,1358,180,0,0,11423,223,272000
9,3,2,8,6,24,3,3,1,5,5,3,5,2,1,0,1838,765,1838,1838,2006,1260,270,0,68,14601,578,315000
8,3,2,8,6,14,3,3,4,4,4,3,4,4,1,0,2285,648,969,997,2000,0,0,1288,56,11000,969,248000
7,2,2,7,6,17,5,3,1,4,5,3,4,2,1,0,1680,583,1650,1680,1998,144,78,0,73,10140,379,213250
7,1,1,4,5,0,3,3,7,3,4,3,3,2,1,0,767,367,723,767,1998,584,120,0,40,4058,0,133000
7,2,2,7,6,9,3,3,4,4,4,4,4,2,2,0,1496,426,654,664,2006,554,100,832,24,17104,100,179665
7,3,2,9,6,17,3,3,2,4,4,4,4,2,3,0,2183,786,1204,1377,1988,1002,0,806,0,13837,0,229000
6,2,1,6,6,4,3,3,2,3,4,3,3,6,3,0,1635,440,1065,915,1923,300,0,720,38,8737,765,210000
5,2,1,5,6,12,3,3,7,3,4,3,3,6,3,0,768,624,768,768,1970,619,104,0,0,7244,149,129500
5,2,1,4,8,18,2,4,1,3,3,3,3,6,2,0,825,720,825,825,1955,180,140,0,50,8235,0,125000
7,2,2,8,3,22,3,3,4,4,4,3,4,4,1,0,2094,615,912,912,2003,0,182,1182,182,9375,912,263000
6,2,2,4,6,15,3,3,1,3,4,3,3,2,2,0,1069,440,1069,1069,1977,559,0,0,55,4043,510,140000
5,1,1,5,8,18,3,3,1,3,3,3,3,2,1,0,928,288,928,928,1957,308,0,0,0,6000,620,112500
8,3,2,7,6,16,3,3,1,4,5,3,4,2,2,0,1717,908,1709,1717,2006,0,169,0,39,11146,1709,255500
4,2,2,5,6,8,2,3,1,3,0,0,4,6,1,0,1126,520,0,1126,1949,0,0,0,96,8777,0,108000
7,3,2,8,6,16,3,3,4,4,4,3,4,4,2,0,2046,871,998,1006,2003,866,320,1040,62,10625,132,284000
5,1,1,5,8,4,3,3,3,3,3,2,3,6,3,0,1048,280,993,1048,1922,0,0,0,0,6380,993,113000
5,1,1,6,6,0,3,3,1,3,3,3,3,2,1,0,1092,299,1092,1092,1957,895,268,0,0,14850,197,141000
4,1,1,7,0,10,3,3,2,3,3,3,3,5,3,0,1336,570,637,897,1920,637,0,439,47,11040,0,108000
7,2,2,6,6,9,3,3,4,3,4,3,3,2,3,0,1446,406,729,729,1996,604,264,717,22,21872,125,175000
7,2,2,7,6,1,3,3,1,4,4,3,4,2,1,0,1557,420,1374,1557,2003,0,143,0,20,3196,1374,234000
5,2,1,5,6,20,3,3,1,3,4,3,3,6,3,0,1392,528,1392,1392,1957,1302,0,0,0,11341,90,121500
5,2,1,6,6,12,3,3,1,3,4,3,3,2,2,0,1389,418,1389,1389,1974,1071,240,0,38,10010,195,170000
5,0,1,6,6,8,3,3,1,3,3,3,3,0,0,0,996,0,996,996,1940,290,144,0,0,13907,706,108000
6,2,2,8,6,8,3,3,2,3,4,3,3,6,1,0,1674,396,1163,1163,1918,0,72,511,36,21780,1163,185000
7,2,2,9,6,14,3,3,4,4,4,3,4,2,2,0,2295,590,1095,1166,1992,728,0,1129,40,13346,367,268000
6,1,1,6,6,19,3,3,4,3,4,3,2,6,3,0,1647,216,806,841,1915,0,0,806,66,6858,806,128000
9,3,2,11,6,23,3,3,4,4,4,4,5,4,1,0,2504,656,1122,1134,2005,0,144,1370,39,11198,1122,325000
7,2,2,7,6,16,3,3,1,4,4,3,4,2,2,0,1535,532,1517,1535,2004,2,0,0,0,10171,1515,214000
8,2,1,5,6,21,3,3,2,4,4,3,4,4,1,0,2132,612,1496,1496,1983,1441,349,636,40,12327,55,316600
5,2,1,4,6,0,3,3,7,3,4,3,3,6,3,0,943,600,943,943,1979,943,42,0,0,7032,0,135960
5,2,2,10,6,0,3,3,1,3,3,3,3,6,3,0,1728,576,1728,1728,1965,231,0,0,0,13101,1497,142600
6,1,1,4,6,0,3,3,1,3,3,3,4,2,3,0,864,288,864,864,1959,414,168,0,0,7332,450,120000
7,2,2,6,6,24,3,3,4,3,5,3,4,2,2,0,1692,650,846,846,2009,0,208,846,114,13159,846,224500
7,2,2,8,6,9,3,3,8,3,4,3,3,4,2,0,1430,400,384,774,2000,0,100,656,0,9967,384,170000
5,1,1,5,6,0,3,3,8,3,3,3,3,4,3,0,1109,288,372,576,1971,349,35,533,0,10500,23,139000
5,1,1,6,6,0,3,3,2,3,3,3,3,6,3,0,1216,336,832,832,1947,442,158,384,0,8480,390,118500
7,1,2,6,6,19,3,3,2,3,3,3,3,6,3,0,1477,216,861,877,1928,0,0,600,50,6292,861,145000
5,2,1,6,6,20,3,3,8,3,3,3,3,2,2,0,1320,564,1164,1320,1966,328,160,0,68,11777,285,164500
7,2,2,5,3,22,3,3,4,4,4,3,4,6,3,0,1392,540,689,703,2007,0,0,689,102,3604,689,146000
5,1,2,7,8,18,3,3,2,3,3,3,3,2,3,0,1795,352,1050,1050,1954,0,0,745,0,12150,1050,131500
6,2,1,7,6,0,3,3,1,3,3,3,4,2,3,0,1429,572,1144,1429,1960,594,216,0,110,14585,331,181900
8,3,2,8,6,16,3,3,1,5,5,3,5,2,2,0,2042,1390,2042,2042,2008,0,0,0,90,12704,2042,253293
6,0,1,5,6,8,3,3,7,3,4,3,3,0,0,0,816,0,816,816,1990,816,0,0,32,11841,0,118500
10,2,3,9,8,18,1,7,6,5,3,3,4,6,3,0,2775,880,1237,1521,1893,0,105,1254,502,13500,1237,325000
4,1,1,6,8,4,3,3,2,3,3,3,4,6,3,0,1573,240,884,989,1935,0,0,584,0,6120,884,133000
8,3,2,7,6,24,3,3,1,4,5,3,4,2,2,0,2028,880,1868,2028,2005,1460,326,0,66,11443,408,369900
6,1,1,5,6,4,5,3,1,3,3,4,2,6,1,0,838,275,816,838,1918,210,0,0,0,10267,0,130000
5,2,1,4,6,20,3,3,7,3,3,3,3,6,3,0,860,528,840,860,1982,672,0,0,0,8740,168,137000
5,1,1,5,6,5,3,3,1,3,3,3,5,2,3,0,1473,452,1437,1473,1968,1324,0,0,48,25095,113,143000
5,1,1,4,8,4,5,2,1,3,3,3,3,6,3,0,935,308,742,779,1930,0,0,0,0,9100,742,79500
7,2,2,6,6,6,3,3,4,4,4,3,4,2,2,0,1582,520,770,770,2004,490,0,812,45,8320,280,185900
10,3,2,10,6,16,3,3,4,5,5,3,5,4,2,0,2296,842,1722,1728,2008,1338,382,568,274,13478,384,451950
5,2,1,4,6,12,3,3,1,3,3,4,3,6,1,0,816,816,816,816,1982,816,0,0,0,6600,0,138000
6,2,1,4,8,6,3,3,1,4,4,3,4,2,1,0,848,420,848,848,2003,685,140,0,0,4435,163,140000
5,1,1,5,6,6,3,3,1,3,4,3,3,6,3,0,924,280,924,924,1975,0,0,0,0,7990,924,110000
8,3,2,7,6,23,3,3,1,4,4,3,4,2,1,0,1826,758,1814,1826,2005,1422,180,0,75,11302,392,319000
6,1,1,7,8,18,3,3,4,3,3,3,3,6,3,0,1368,216,684,684,1910,0,0,684,158,3600,684,114504
7,3,0,7,6,1,3,3,1,4,5,3,4,2,1,0,1402,648,1258,1402,2006,0,120,0,16,3922,1258,194201
5,2,2,7,6,7,3,3,1,3,4,3,4,2,1,0,1647,621,1430,1647,1977,1283,0,0,0,12984,0,217500
6,2,2,6,8,2,3,3,4,3,4,3,3,2,1,0,1556,452,716,716,1980,81,161,840,0,1950,23,151000
8,2,2,8,6,16,3,3,4,4,4,3,5,4,1,0,1904,736,1058,1058,2005,546,179,846,60,10927,512,275000
6,1,1,6,8,10,3,3,2,3,3,3,4,6,3,0,1375,544,780,780,1937,0,0,595,162,9000,780,141000
8,2,2,8,6,21,3,3,4,4,4,3,4,2,1,0,1915,506,908,927,1992,789,120,988,150,10041,119,220000
7,2,2,4,3,22,3,3,4,4,4,3,4,6,2,0,1200,480,600,600,2004,0,0,600,172,3182,600,151000
7,2,2,6,6,6,3,3,1,4,4,3,4,2,2,0,1494,530,1494,1494,2002,922,192,0,36,12803,572,221000
7,2,2,7,6,0,3,3,4,3,3,3,3,2,3,0,1986,486,768,1186,1965,454,0,800,42,13600,314,205000
5,2,1,6,6,6,3,3,1,3,4,3,4,6,3,0,1040,576,1040,1040,1996,732,168,0,0,12464,308,152000
5,1,3,8,6,8,3,3,4,3,3,4,5,2,3,0,2008,230,896,1112,1948,603,103,896,0,7800,293,225000
8,2,2,10,6,7,3,3,4,3,4,3,3,3,3,0,3194,380,965,1940,1934,428,0,1254,0,12168,537,359100
4,1,1,5,6,20,2,3,1,3,3,3,3,2,3,0,1029,261,1029,1029,1961,903,64,0,0,7943,126,118500
9,3,2,8,6,6,6,3,4,4,5,3,5,2,1,0,2153,736,1440,1476,2000,904,253,677,142,11050,536,313000
6,2,2,6,6,17,3,3,8,3,4,3,3,2,3,0,1032,564,1032,1032,1978,605,0,0,0,10395,427,148000
8,2,2,7,6,6,3,3,4,4,4,3,5,4,2,0,1872,531,1299,1299,2001,990,160,573,122,11885,309,261500
5,0,1,6,6,12,2,3,1,3,4,3,3,0,0,0,1120,0,1120,1120,2007,206,0,0,30,8402,914,147000
4,0,1,3,8,11,3,3,7,3,4,3,3,0,0,0,630,0,630,630,1972,150,96,0,24,1491,0,75500
6,2,1,6,6,0,2,3,7,3,3,3,4,2,2,0,1054,480,936,1054,1963,763,120,0,0,8800,173,137500
6,2,2,7,6,9,3,3,4,4,4,3,4,2,1,0,1509,393,783,807,2002,457,100,702,75,7861,326,183200
6,2,1,4,6,0,1,3,3,3,3,3,4,6,3,0,832,528,832,832,1954,0,0,0,0,7227,832,105500
9,3,2,9,6,16,3,3,1,5,5,3,4,2,3,0,1828,774,1822,1828,2007,48,0,0,108,11694,1774,314813
8,3,2,10,6,24,3,3,4,4,4,3,4,2,1,0,2262,749,1482,1482,2003,871,168,780,0,12244,611,305000
3,0,1,5,6,8,3,3,1,3,3,3,3,0,0,0,864,0,864,864,1914,41,0,0,0,8248,823,67000
6,2,2,9,6,17,3,3,4,3,3,3,3,2,2,0,2614,624,1522,1548,1974,956,38,1066,243,10800,384,240000
5,2,1,6,6,20,3,3,1,3,3,3,3,6,3,0,980,484,980,980,1977,560,192,0,0,7064,420,135000
6,2,2,4,3,22,3,3,4,4,4,3,4,6,3,0,1512,440,756,756,2000,420,0,756,32,2117,336,168500
6,2,1,8,6,17,3,3,4,3,3,3,3,2,2,0,1790,484,732,1012,1972,247,148,778,0,10400,485,165150
6,2,1,5,6,0,3,3,1,3,3,3,3,2,3,0,1116,440,1116,1116,1962,0,0,0,0,10000,1116,160000
5,1,1,6,6,0,3,3,1,3,3,3,3,2,2,0,1422,286,978,1422,1960,0,0,0,0,12342,978,139900
6,1,1,7,6,0,3,3,8,3,3,3,3,3,2,0,1520,364,1156,1520,1955,674,0,0,0,9600,350,153000
5,2,1,9,6,0,3,3,4,3,4,3,2,2,3,0,2080,504,1040,1040,1969,650,335,1040,0,11606,390,135000
6,2,1,6,6,0,2,3,8,3,3,3,3,2,2,0,1350,520,1248,1350,1964,624,176,0,0,9020,288,168500
5,1,1,8,8,18,1,3,4,3,2,2,5,6,3,0,1750,240,636,1089,1880,0,0,661,0,9000,636,124000
8,2,2,6,6,16,3,3,1,4,4,4,4,2,2,0,1554,627,1554,1554,2006,24,156,0,73,4590,1530,209500
7,2,2,6,6,17,3,3,1,3,3,3,3,2,1,0,1411,544,1386,1411,1977,822,192,0,0,11900,564,82500
5,1,1,6,6,0,3,3,1,3,3,3,3,2,3,0,1056,260,1056,1056,1954,480,390,0,0,9250,108,139400
6,2,0,4,6,18,3,3,7,3,3,3,3,6,3,0,1056,576,1056,1056,1980,1056,264,0,56,6979,0,144000
6,0,2,14,5,19,2,3,5,2,3,2,2,0,0,0,3395,0,1440,1440,1914,256,0,1440,110,10896,1184,200000
2,0,1,4,8,4,3,3,1,2,3,2,2,0,0,0,800,0,264,800,1936,0,0,0,0,6120,264,60000
5,1,2,7,8,18,3,3,2,3,3,3,4,4,3,0,1387,256,811,811,1954,0,0,576,0,6000,811,93000
5,0,1,4,6,8,2,3,1,3,2,3,3,0,0,0,796,0,796,796,1910,0,328,0,0,8777,796,85000
8,3,2,7,6,1,3,3,1,4,4,4,5,2,1,0,1567,648,1520,1567,2006,1154,312,0,0,3982,366,264561
8,2,1,6,6,16,3,3,1,5,5,3,5,2,2,0,1518,588,1518,1518,2003,1218,185,0,140,12677,300,274000
7,2,2,7,3,22,3,3,4,4,4,3,4,2,1,0,1929,650,1057,1057,2001,738,0,872,235,7050,319,226000
8,2,2,9,6,0,3,3,8,4,4,3,5,2,1,0,2704,538,1952,2000,1972,1410,269,704,111,13860,542,345000
5,2,2,7,6,17,5,3,4,3,3,3,3,2,1,0,1620,462,780,780,1969,493,208,840,0,10793,0,152000
9,3,2,7,3,22,3,3,1,5,5,3,5,2,1,0,1766,478,1766,1766,2009,1121,195,0,130,9187,645,370878
6,2,1,5,6,0,3,3,1,3,3,3,3,6,3,0,981,576,981,981,1971,282,0,0,312,10530,664,143250
5,2,1,7,6,0,3,3,1,3,0,0,3,6,3,0,1048,420,0,1048,1950,0,0,0,27,7200,0,98300
6,2,1,5,6,8,3,3,1,3,3,3,3,2,2,0,1094,495,1094,1094,1953,500,0,0,0,10452,594,155000
6,2,1,7,6,0,6,3,4,3,3,3,3,2,3,0,1839,442,756,1051,1966,0,0,788,124,7700,756,155000
4,0,1,3,8,11,3,3,7,3,4,3,3,0,0,0,630,0,630,630,1970,131,0,0,0,1936,0,84500
7,2,2,7,3,22,3,3,4,4,4,3,4,2,2,0,1665,562,813,822,2007,0,0,843,0,8125,813,205950
4,1,1,7,6,8,1,3,4,3,3,3,3,6,3,0,1510,296,755,755,1940,0,120,755,0,9084,755,108000
7,2,2,7,6,6,3,3,4,4,4,3,4,2,2,0,1716,512,880,909,1996,0,0,807,120,8750,880,191000
6,1,1,7,8,10,3,3,2,3,3,3,3,6,3,0,1469,216,756,756,1906,0,57,713,0,10320,756,135000
8,3,2,7,6,14,3,3,1,4,4,3,4,2,1,0,2113,839,2109,2113,1995,1696,236,0,46,10437,413,350000
6,1,1,6,8,3,3,3,4,3,3,3,3,6,3,0,1092,264,525,525,1971,0,0,567,0,1680,525,88000
5,1,1,5,6,0,3,3,1,4,3,3,4,2,2,0,1053,312,1053,1053,1959,806,0,0,0,10007,247,145500
7,1,1,6,6,7,3,3,4,3,4,3,3,2,2,0,1502,270,776,851,1931,0,0,651,0,7200,776,149000
6,1,1,6,6,0,1,3,2,3,3,3,3,2,3,0,1458,330,912,912,1948,0,192,546,0,17503,912,97500
5,2,1,7,6,8,3,3,1,3,3,3,3,6,1,0,1486,480,1486,1486,1964,637,0,0,0,9937,849,167000
7,2,2,7,6,17,3,3,4,3,4,3,3,2,2,0,1935,550,793,1142,1976,0,0,793,113,12384,793,197900
8,3,2,8,6,14,3,3,4,4,4,4,4,2,2,0,2448,711,1629,1686,1994,1361,517,762,76,46589,88,402000
6,2,1,5,6,0,3,3,1,3,2,2,3,2,2,0,1392,576,1392,1392,1968,0,0,0,0,13560,1392,110000
4,2,2,6,6,8,3,3,7,3,4,3,3,6,2,0,1181,588,1138,1181,1972,920,0,0,0,10012,38,137500
8,3,1,8,6,22,5,3,1,4,5,3,5,2,1,0,2097,1134,2077,2097,2005,1721,192,0,267,20896,356,423000
8,2,2,7,6,9,3,3,4,4,4,3,4,2,2,0,1936,504,1406,1454,2000,0,188,482,124,11194,1406,230500
6,2,2,7,6,0,3,3,4,3,4,3,3,5,3,0,2380,596,1021,1465,1965,187,0,915,265,18450,111,129000
6,2,2,7,6,21,3,3,1,3,4,3,4,2,2,0,1679,575,1408,1679,1994,1138,224,0,42,8125,270,193500
5,2,1,6,6,20,3,3,1,3,3,3,3,6,3,0,1437,576,1188,1437,1956,988,304,0,0,14175,200,168000
4,1,1,5,6,7,3,3,1,3,2,3,2,6,3,0,1180,252,700,1180,1922,0,0,0,0,11600,700,137500
